number,interest,title
478951,명예훼손/모욕 일반,명예훼손과 스토킹처벌법 성립가능여부 상담
478952,계약일반/매매,항공기 취소 수수료 환불 관련 상담
478953,고소/소송절차,항소심 관련 이해와 해석
478954,수사/체포/구속,불송치 불제처분에 대한 질문
478955,디지털 성범죄,불법촬영 수사 접수 조건 및 포렌식 관련 질문
478956,손해배상,게임계정 해킹과 아이템 분해로 인한 복구 요청 및 손해배상 가능성
478957,사기/공갈,부동산 전세사기 상담 요청
478958,상속,상속 가능성에 대한 상담
478959,계약일반/매매,감염병으로 인한 식당 예약 취소와 예약금 환불 정책에 대한 이해
478960,수사/체포/구속,스토킹과 적정한 공탁금에 대한 고민
478961,임대차,임차인의 입장에서 본 임대인과 관리사무소의 문제점 및 해결방안
478963,교통사고/도주,교통사고와 관련한 법적 문의에 대한 상담
478964,수사/체포/구속,스토킹과 공탁금: 적정금액과 실형 면하기
478965,명예훼손/모욕 일반,명예훼손과 불법추심에 대한 고소 가능성에 대한 상담
478966,폭행/협박/상해 일반,위자료 소송 진행에 대한 조언 요청
478967,계약일반/매매,민사소액 1심승소 후 항소심에 변호사 선임 고민 상담글
478968,사기/공갈,"보이스피싱으로 신고당한 경우, 어떻게 해야 할까?"
478969,교통사고/도주,횡단보도 신호위반 사고 피해자의 형사합의건 상담
478970,소송/집행절차,임금 체불에 대한 민사소송 준비 및 진행 방법
478971,폭행/협박/상해 일반,모욕죄에 대한 이해와 노동청에서의 상황 대처법
478972,명예훼손/모욕 일반,폰번호 도용 사건과 관련한 고소 요청에 대한 상담
478973,임대차,주택 월세 부가세 관련 질문
478974,손해배상,산재 이후 손해배상청구 가능성에 대한 상담
478975,사기/공갈,게임 계정 사기 관련 질문 및 상담
478976,상속,성인입양 후 가족관계증명서와 상속문제
478977,계약일반/매매,재판매가격 유지행위의 성립조건과 통제 방안
478978,임대차,개인회생과 전세 보증금 반환에 대한 상담
478979,사기/공갈,사업자 명의 대여 이후 세금문제 관련 자진신고 방법
478980,건축/부동산 일반,아파트 이사 후 시설 수리비 관련 중개사 입장 문의
478981,고소/소송절차,CCTV와 개인정보보호법에 대한 상담
478982,대여금/채권추심,금전대차계약서 작성과 실제 거래 내역 입증의 필요성
478984,이혼,이혼소송 상담글
478985,미성년 대상 성범죄,음성도 아청물에 포함되나요?
478986,수사/체포/구속,유튜브 댓글 모욕죄 고소 가능성에 대한 상담
478987,건축/부동산 일반,부동산 계약과 개인정보 제공 관련 상담
478988,회생/파산,기술보증 기금 대출과 법인 폐업 상황에 대한 조언 구하기
478989,사기/공갈,아파트 임대차계약시 의심되는 상황에 대한 대응 방법
478990,이혼,정신질환 고지와 약혼해제 관련 법률 상담
478991,세금/행정/헌법,마사지샵 창업과 상호명 선택에 대한 고민
478992,수사/체포/구속,강제추행 벌금 500에 대한 상담글
478993,고소/소송절차,악플 증거 수집과 관련한 질문
478994,고소/소송절차,소송 구조 신청과 항고에 대한 상담
478995,성폭력/강제추행 등,연인간 강제추행 성립 가능성에 대한 상담
478996,명예훼손/모욕 일반,카카오톡 대화내용 유출에 따른 법적 책임 문의
478997,미성년 대상 성범죄,19asmr과 아청물의 관계에 대한 이해
478998,형사일반/기타범죄,강제추행 약식기소 벌금과 선처 방법에 대한 상담
478999,사기/공갈,게임계정 판매 후 회수 문제에 대한 상담
479000,사기/공갈,사이버 사기 경험 및 대처 방법
479001,노동/인사,학원 강사 급여에 대한 상담
479002,명예훼손/모욕 일반,게임 내에서의 모욕죄 성립 가능성에 대한 고찰
479003,고소/소송절차,1년 지난 모욕건에 대한 합의 요청 상황
479004,교통사고/도주,무면허 상태에서의 산재 승인과 구상권에 대한 상담
479005,계약일반/매매,프리랜서의 퇴직금 문제: 근로자로 인정받을 수 있을까?
479006,손해배상,임금체불 소송 준비: 지급명령신청 vs 일반 소송
479007,손해배상,수업 중 발생한 사고에 대한 법적 대응 방안
479008,손해배상,배우자 형사처벌과 이혼소송에서의 위자료 청구
479009,대여금/채권추심,민사 채권에 대하여 통장압류 및 채무불이행자 등록
479010,계약일반/매매,서울에서 일하는 인테리어 시공 기술자의 도급과 근로자 개념에 대한 문의
479011,명예훼손/모욕 일반,사진 도용과 형사처벌 가능성에 대한 상담
479012,기타 재산범죄,분실된 천연진주 목걸이에 대한 상담
479013,임대차,상가 독점권 유지에 대한 확장 시의 영향
479014,미성년 대상 성범죄,촉법소년 성범죄에 대한 이해와 법적 처리
479015,고소/소송절차,동거 후 짐 정리에 대한 해결방안
479016,형사일반/기타범죄,추징금 상소심에 관한 질문
479017,수사/체포/구속,사이버 명예훼손으로 경찰 조사를 앞두고 있는 상황에 대한 조언 구하기
479018,교통사고/도주,"무면허 킥보드운전 교통사고, 합의실패"
479019,임대차,대학생 원룸 임대차반환 소송과 관련하여 상담
479020,소송/집행절차,전세보증금 반환과 관련한 채권압류 및 추심명령 진행 상담
479021,손해배상,학원매매 중개업자의 직무유기에 대한 보상 방법과 교습소 명칭 변경에 따른 문제
479022,고소/소송절차,경찰/검찰에 대한 고소 가능성에 대한 상담
479023,기타 재산범죄,절도로 인한 약식기소에 대한 상담
479025,마약/도박,도박관련 약식처분에 대한 상담
479026,계약일반/매매,과외비 환불에 대한 상담
479028,손해배상,엘레베이터 갇힘사고와 손해배상 문제
479029,소송/집행절차,쌍방 이혼 및 형사고소 진행 중인 경우 항소심 진행과 서류 정리 방법
479030,IT/개인정보,인스타그램과 틱톡에서의 저작권 이슈와 해결방안
479032,고소/소송절차,대리인을 통한 연락의 가능여부
479033,가압류/가처분,부동산 가압류 관련 상담
479034,소송/집행절차,숙려기간 중 상간녀 소송 상담
479035,사기/공갈,중고거래 환불 문제와 해결 방안
479036,수사/체포/구속,성추행 시비와 대처 방안에 대한 고민
479037,디지털 성범죄,게임 아이디 편취에 대한 고소 가능성
479038,폭행/협박/상해 일반,폭행건 합의 시점과 문의
479039,손해배상,이사 중 TV 파손 문제와 해결 방안
479040,횡령/배임,횡령죄로 고소당할 수 있는 경우에 대해 알아보자
479041,폭행/협박/상해 일반,상대방이 물건을 던졌을 때 고소 가능성에 대한 상담
479042,의료/식품의약,의료 소송 관련 질문
479043,대여금/채권추심,채무자 채권추심시 금액 설정에 대한 상담
479044,횡령/배임,"횡령과 주휴수당, 퇴직금에 대한 상담"
479045,계약일반/매매,전속계약 후 갑작스런 해지통보에 대한 상담
479046,미성년 대상 성범죄,협박/계좌내역 의뢰 후 고소 상담
479047,사기/공갈,데이트 폭력과 공소시효에 대한 질문
479048,미성년 대상 성범죄,협박/계좌내역 의뢰 후 고소 상담에 대한 정보
479050,미성년 대상 성범죄,촉법소년 아청물 시청과 포렌식 수사 가능성
479051,대여금/채권추심,지급명령서 발송과 주소 문제
479052,형사일반/기타범죄,층간소음 보복과 스토킹 신고에 대한 상담
479053,음주/무면허,음주운전 판결 후 항소 관련 상담
479054,임대차,전세 임대인 사망에 따른 상속문제 등 질의
479055,대여금/채권추심,"빌린 돈과 이자 문제, 어떻게 해야할까요?"
479056,대여금/채권추심,원고승 판결 후의 준비와 대처 방안
479057,대여금/채권추심,첫 민사소송 공판기일과 소액 대여금청구 사건에 대한 상담
479058,임대차,임대차보호와 계약갱신 위반에 대한 손해배상 가능성
479060,계약일반/매매,프리랜서 여행가이드와의 전속계약 파기 문제
479061,손해배상,재산분할 반환청구 소송 - 승소 가능성과 전략
479062,사기/공갈,교통사고 후 법원 판결과 구상권청구 지연이자에 대한 이해
479063,수사/체포/구속,수사진행상황 통지서와 관련된 의문점
479065,폭행/협박/상해 일반,폭행사건 합의금에 대한 질문
479066,폭행/협박/상해 일반,특수상해죄에 대한 질문과 상담 요청
479067,사기/공갈,"통매음, 성희롱 위기 상담 요청"
479068,폭행/협박/상해 일반,불이익 가능성에 대한 고민
479069,마약/도박,지급명령과 도박 문제에 대한 질문
479071,성매매,성매매법 위반과 벌금처분에 대한 상담
479074,사기/공갈,사기 및 전과 사실 알림에 대한 법적 문제
479077,매매/소유권 등,부동산 계약 해지 및 계약서 수정 가능성에 대한 상담
479078,교통사고/도주,교통사고 사망 후 형사합의금 확인 방법
479080,교통사고/도주,무보험 차량과 차대 차 사고 상담에 대한 조언
479081,임대차,임대인과 원상복구 조건에 대한 트러블 해결 방안
479082,대여금/채권추심,개인 간 채무와 통장 압류 가능성에 대한 상담
479083,노동/인사,계약직 퇴직금에 대한 이해와 해결방안
479084,고소/소송절차,사이버불링에 대한 법적 대응 방법
479085,임대차,반전세 계약종료 후 보증금 미반환 상황 해결 방안
479087,손해배상,위자료 관련 판결 이후의 문제 해결 방안
479089,손해배상,의료시술 부작용과 배상책임에 대한 법적 효력
479090,음주/무면허,음주 결격기간 중 무면허 적발에 대한 법적 조언 요청
479093,계약일반/매매,명의 차량 반환 문제와 법적 조치에 대한 상담
479095,임대차,주거용 오피스텔 거주자의 월세 미납 및 퇴거 문제 해결 방안
479097,사기/공갈,스토킹과 불법추심에 대한 법적 대응 방법
479098,수사/체포/구속,녹음 증거물 공증 필요성에 대한 질문
479099,사기/공갈,롤 계정 거래 후 고소 상황에 대한 상담
479100,명예훼손/모욕 일반,직장내 동성간 성희롱에 대한 대응방법
479101,명예훼손/모욕 일반,뉴스 댓글로 인한 명예훼손 고소 상황 상담
479102,대여금/채권추심,채무자의 월상환액 미납에 대한 대응 방안
479104,고소/소송절차,통장압류 해지 비용에 대한 질문과 답변
479105,디지털 성범죄,얼굴 촬영과 카촬죄의 관계
479107,기타 재산범죄,특수재물손괴 및 단순폭행에 대한 상담
479108,수사/체포/구속,차량 방화죄와 우울증 진단기록의 관계
479109,수사/체포/구속,중고 핸드폰 판매 후 저작권법 위반 관련 포렌식 가능성
479111,임대차,임차권등기명령 소명자료 작성 시 법적 의무 및 판결사례 참조의 효과
479112,수사/체포/구속,온라인도박 참여 관련 문의
479113,사기/공갈,대리토토의 처벌 및 신고 상담에 대한 이해
479114,형사일반/기타범죄,절도범 합의금 얼마를 받아야 할까요?
479115,폭행/협박/상해 일반,주차장에서 모욕/명예훼손죄 고소 가능성에 대한 상담
479116,계약일반/매매,다이어트 한약 환불금 산정 상담
479117,폭행/협박/상해 일반,상습 폭행과 감금에 대한 처벌 질문
479118,고소/소송절차,경찰 혐의 없음 검찰 송치에 대한 상담
479119,디지털 성범죄,통매음 성립 여부와 대처방법에 대한 상담글
479120,고소/소송절차,약식기소 후 약식명령 전 상황에 대한 질문
479121,고소/소송절차,합의서 제출에 대한 불안감 해결 방법
479122,계약일반/매매,미완성 소설의 저작권 문제와 해결방안
479123,성폭력/강제추행 등,기습추행 관련 문의에 대한 답변
479124,교통사고/도주,보복운전 상황에서의 행동이 신고에 영향을 미칠까요?
479125,명예훼손/모욕 일반,통신매체이용음란죄에 대한 여부 상담
479126,노동/인사,직장내 괴롭힘 신고 관련 정보
479128,임대차,점유이전 가처분 신청에 대한 이해와 질문
479129,성폭력/강제추행 등,기소유예 수사기록 삭제 기한에 대한 문의
479130,디지털 성범죄,개인 영상 무단 공유 문제와 대응 방안
479131,기타 재산범죄,목욕탕 내 상품 도난 문제와 해결 방안
479132,계약일반/매매,공동사업자 명의변경 및 지분정리에 대한 조언
479134,손해배상,낙태 후 수술비 지급 거부에 대한 소송 가능성 및 손해배상
479135,세금/행정/헌법,장애인 등록차량 관련 주차 문제 상담
479136,미성년 대상 성범죄,아청물 제작 및 판매에 대한 검거 가능성
479137,손해배상,이혼소송에서의 피고 1과 피고 2의 역할과 상간자소송의 특징
479138,계약일반/매매,재회 서비스 환불 가능성에 대한 상담
479141,소년범죄/학교폭력,청구취지 변경과 민사소송에 대한 상담
479143,사이버 명예훼손/모욕,식품 관련 상담 및 소송 가능성에 대한 질문
479144,명예훼손/모욕 일반,SNS에서의 명예훼손 신고 가능성에 대한 질문
479145,명예훼손/모욕 일반,뒷담화에 대한 명예훼손 및 모욕죄 상담
479146,손해배상,의료사고 합의금 사용과 이혼 소송 가능성
479147,임대차,계약 만료 후 보일러 누수 문제: 임차인과 임대인의 책임은?
479149,사기/공갈,개인 회생 가능성에 대한 상담글
479150,디지털 성범죄,통매음 헌터에게 당한 불안감과 대처 방법
479151,임대차,월세 원룸에서의 곰팡이 문제: 임차인의 보상 여부
479152,성매매,성착취물 및 통매음에 대한 법적 판단 기준
479154,손해배상,혼외자 소송과 정신적 스트레스로 인한 대응 방법
479156,소송/집행절차,자료 저작권 법 위반 여부 상담
479157,계약일반/매매,경업금지 조항 위반에 대한 질문
479158,성매매,성매매법 관련 상담에 대한 이해와 대응
479159,회생/파산,공증 무효 소송 가능성에 대한 상담 요청
479160,고소/소송절차,형사재판의 재심 청구에 대한 상담
479161,폭행/협박/상해 일반,성관계 중 합의되지 않은 폭행에 대한 상담
479162,세금/행정/헌법,장애인 주차 과태료 산정 방법
479163,마약/도박,의료법 개정과 재판선고 적용 시기에 대한 상담
479164,성매매,유사성행위업소 단속 경험 및 후속 조치에 대한 상담
479166,임대차,강제경매 절차에 대한 추가 질문과 답변
479167,손해배상,뇌종양 수술과 아스피린 약물 복용에 따른 병원 과실 인정 사례
479169,교통사고/도주,음주운전 사고 피해와 현장합의에 대한 상담
479170,임대차,임대보증금 분할납부와 관련한 상담글
479171,임대차,임대차 보증금 분할 납부와 관련한 상담
479172,수사/체포/구속,가석방 기간 중 범법행위에 대한 교정시설 알림 가능성
479173,손해배상,제조 및 판매 책임에 대한 보상 및 배상 관련 상담
479175,수사/체포/구속,스토킹 잠정조치 상황에서 중재 가능성에 대한 질문
479176,건축/부동산 일반,일방적으로 계약 파기한 인테리어 업체에 대한 대응 방법
479177,사기/공갈,거짓말로 정보 수집과 사기에 대한 법적인 문제
479179,기업법무,가맹사업 준비 중인 부동산정보플랫폼의 직영점 운영과 동종업계 판단기준에 대한 상담
479180,임대차,채권조사확정재판 관련 상담
479181,명예훼손/모욕 일반,기업 리뷰 사이트에서의 악성댓글로 인한 피해 및 기업 삭제 가능성 문의
479182,임대차,전세계약 갱신과 퇴거일 관련 상담
479183,교통사고/도주,교통사고 사망사고에 따른 형사합의 전략
479185,디지털 성범죄,해외 거주자의 딥페이크 관련 상담 방법
479186,사기/공갈,피해자의 재고소와 일사부재리 원칙에 대한 이해
479187,횡령/배임,업무상 횡령죄와 처벌 가능성에 대한 이해
479188,상속,상속 및 유류분 청구에 대한 가능성
479189,대여금/채권추심,압류 및 추심명령신청 해제 가능성에 대한 질문
479190,임대차,월세계약 연장 후 중개보수 문제
479191,명예훼손/모욕 일반,온라인 커뮤니티에서의 내기 공증 또는 허위사실유포 가능성
479193,임대차,소액소송 판결 후 입금 과정에 대한 이해
479194,고소/소송절차,불송치 이후 우편물 관련 질문
479195,사기/공갈,불공정과 거짓이 섞인 동업자 관계를 끝내고 싶습니다
479196,사기/공갈,게임 계정 판매 사기 경험 및 대처 방안
479197,횡령/배임,"여신전문금융업법위반, 정보통신망위반으로 고발당한 경우의 대처 방안"
479198,계약일반/매매,헬스장 PT 비용 환불 문제와 해결 방안
479199,상속,재산분할심판청구에 대한 답변서 작성 중요 포인트
479200,임대차,전세금 반환 방법에 대한 상담
479201,사기/공갈,회사 계정 무단사용 후 대응 방법과 벌금 면제 방법
479202,사기/공갈,온라인 커뮤니티에서의 돈 내기 동의의 법적 효력
479203,매매/소유권 등,세대주의 집 대출 가능성에 대한 질문
479204,수사/체포/구속,데이트폭력 허위신고와 관련한 상담
479205,손해배상,알콜 문제를 가진 배우자와 이혼 시 재산분할 방법
479206,공증/내용증명/조합/국제문제 등,각서 공증을 받으려는데 이렇게해도 되는건가요?
479207,소송/집행절차,사해행위취소소송에 대한 질문
479208,사기/공갈,사기죄로 고소 당한 상황에 대한 상담글
479209,임대차,상가 건물 임대 계약 종료 임박에 대한 상담
479210,임대차,월세 계약기간 만료 후 임대인 중개보수 부담 문제
479211,임대차,임대차계약서상 임대료 인상일에 대한 해석 문의
479212,임대차,생활숙박형시설 임대 후 폐업과 보증금 반환 문제
479214,상속,아파트 상속과 유류분 청구소송에 대한 이해
479215,미성년 대상 성범죄,오픈채팅방에서의 사진 공유 문제
479216,소송/집행절차,공유물분할판결과 경매절차 중 가압류신청 가능성에 대한 상담글
479217,교통사고/도주,"미성년자 특가법 도주치사,무면허,사고후 미조치에 대한 상담"
479218,디지털 성범죄,통매음 가해자 특정 시기와 이후 절차에 대한 안내
479219,이혼,미성년자 조카 양육비 청구 관련 상담
479220,사기/공갈,"사기피해 진행중, 조언 필요"
479221,이혼,경제적 능력 부족 시 양육비 지불 문제 상담
479222,공증/내용증명/조합/국제문제 등,"지재권 및 허위광고, 부정경쟁방지법 위반에 대한 내용증명 대리발송에 대한 상담글"
479223,대여금/채권추심,금전소비대차 진행사항에 대한 질문
479224,임대차,원룸 임대인과의 외부인 방문 및 주차 분쟁에 대한 상담
479225,노동/인사,월차 사용 후 결근처리에 대한 상담글
479226,사기/공갈,만남사기 피해와 관련한 사건접수 전 상담
479227,사기/공갈,전세사기 피해로 인한 회생문의
479228,디지털 성범죄,압수수색 주소지에 대한 상담
479230,임대차,거주 중인 건물 경매 완료 후 임차인 대응법에 대한 궁금증
479231,고소/소송절차,토지 소송과 위장전입 문제에 대한 답변서 제출 전략
479232,손해배상,상품 배송 지연에 따른 법적 책임과 보상 가능성
479233,임대차,임대계약 가능 여부에 대한 상담글
479234,노동/인사,세금 과대 환급으로 인한 가산세 부담 문제 상담
479237,명예훼손/모욕 일반,게임 채팅을 통한 매음 가능성에 대한 상담
479238,임대차,채무불이행에 따른 법적 조치 관련 상담
479239,이혼,상간소장 직접전달 가능성과 주의사항
479240,소송/집행절차,상속과 관련된 채무 문제와 해결방안에 대한 상담
479241,사기/공갈,재산명시와 채무자의 위증죄 및 강제집행면탈죄 가능성에 대한 질문
479242,횡령/배임,횡령죄 가능성과 상간소송 진행에 대한 고민
479243,임대차,창고임대차 계약의 명도완료 시기와 보증금 정산에 대한 질의
479244,상속,위암말기 환자의 상속과 증여에 대한 궁금증
479245,성매매,라인을 통한 영상 구매 후 처벌 가능성에 대한 상담
479246,지식재산권/엔터,디자인 저작권 고소와 관련한 상담
479247,폭행/협박/상해 일반,정신이상자에게 폭행을 당한 경우의 법적 대응 방법
479250,성매매,성매매 업소 단속과 관련된 상담 요청
479251,횡령/배임,업무상 횡령으로 처벌 가능성에 대한 상담
479252,상속,부모님으로부터 증여받은 재산에 대한 상속 문의
479253,임대차,전세계약 만료와 파산 상황에서의 대처 방안
479254,미성년 대상 성범죄,"미성년자와의 인스타그램 대화, 법적 책임은?"
479255,고소/소송절차,학폭 처분에 대한 이의제기 방법
479256,교통사고/도주,영조물 사고와 관련한 문의
479257,고소/소송절차,프리미엄케어 서비스 이용 후 발생한 손상에 대한 법적 대응 가능성
479258,소송/집행절차,의료소송 관련 질문
479259,명예훼손/모욕 일반,온라인 게임 중 상황에 따른 고소 가능성과 통매음 여부
479260,고소/소송절차,사단법인의 불공정행위 신고와 사실적시 명예훼손 가능성
479261,임대차,전세계약 만료와 집주인 파산 상황에서의 대처 방안
479262,명예훼손/모욕 일반,모욕죄에 대한 이해와 처벌 수위
479263,사기/공갈,다가구 주택 불법건축물과 전세사기 문제
479264,미성년 대상 성범죄,라인 통매음 고소 가능성과 나이 기준에 대한 궁금증
479265,계약일반/매매,공동사업자 계약 공증 및 관련 질문
479266,소송/집행절차,채권자가 가압류 신청시 공탁한 현금을 되찾아야 하는 시점과 방법
479267,폭행/협박/상해 일반,학교폭력으로 인한 상해 사건에 대한 상담
479268,명예훼손/모욕 일반,초상권 침해와 명예훼손 가능성에 대한 질문
479269,고소/소송절차,"모욕죄로 고소 당한 경우, 어떻게 대응해야 하는가?"
479270,손해배상,직장 내 괴롭힘으로 인한 위자료청구에 대한 회사의 대응 방안
479271,명예훼손/모욕 일반,대기업 취직과 범죄경력조회에 대한 상담
479272,계약일반/매매,상표권 관련 분쟁과 해결방안
479273,손해배상,아파트 분양권 계약해지 과정과 시간에 대한 궁금증
479274,미성년 대상 성범죄,디스코드를 통한 불법 영상 유포 및 수익화에 대한 법적 조치 방법
479275,미성년 대상 성범죄,거래내역 고소 및 가능성에 대한 상담
479276,명예훼손/모욕 일반,초상권 이슈와 각서 작성 요구에 대한 상담
479278,사기/공갈,소액사기 민사소송 진행방법에 대한 안내
479279,소송/집행절차,[이혼소송 항소] 이혼 우선 확정 요청과 항소장 기재
479280,대여금/채권추심,전 연인에게 빌려준 돈 회수방법
479285,명예훼손/모욕 일반,집주인과 보증금 반환 문제로 인한 성희롱적 발언에 대한 상담
479286,수사/체포/구속,스토킹 이종누범상태와 합의 불가에 대한 상담
479287,수사/체포/구속,가정폭력 상담 요청
479288,계약일반/매매,공동사업 계약과 사업자명의에 대한 질문
479289,사기/공갈,유사수신(**자산관리법인) 재직기간 1년미만 사원 피의자입니다. 상담 요청드립니다.
479290,수사/체포/구속,성추행 관련 신고문의에 대한 상담
479292,건축/부동산 일반,지주택 조합원 탈퇴 관련 상담
479295,수사/체포/구속,협박죄로 처벌받을 위기에 처한 사례 상담
479296,음주/무면허,"만취 상태에서 폭행죄로 조사 받는 경우, 어떻게 대처해야 할까?"
479297,고소/소송절차,건물 불법 개조와 원상복구에 대한 상담
479298,손해배상,스키장에서 '미군'과 엮인 '과실치상' 건
479299,사기/공갈,부동산 경매를 통한 채권 회수 방법
479302,명예훼손/모욕 일반,"인플루언서에게 모욕죄 고소 당한 경우, 어떻게 대응해야 할까?"
479303,기업법무,회사의 겸직금지 조항에 대한 사례 상담
479304,손해배상,부당한 임금체불신고 대응방법에 대한 상담
479305,사기/공갈,사기죄 성립 여부 및 대안 죄목에 대한 문의
479306,사기/공갈,보이스피싱 피해와 관련한 배상명령신청 및 민사소송 진행 방법
479307,계약일반/매매,부당해고에 해당하는지에 대한 상담글
479308,사기/공갈,공갈죄 성립 여부에 대한 체크 요청
479311,사기/공갈,협박죄의 성립 조건과 법적 해석
479314,손해배상,부당이득 반환청구에 대한 상담
479315,고소/소송절차,폭행 당한 경우 어떻게 대응하는가?
479316,소송/집행절차,화장품법 위반 혐의: 정식재판 방어 및 법적 오인 바로잡기
479318,이혼,"게임을 통해 알게 된 사람과의 복잡한 관계와 이혼, 그리고 소송"
479319,가압류/가처분,"증여한 땅과 카드 빚, 가족에게 미치는 영향에 대한 질문"
479320,사기/공갈,채무자의 개인회생 면책결정에 대한 채권자의 대응 방안
479325,고소/소송절차,특수폭행과 특수상해죄의 차이와 상해진단서의 중요성
479327,상속,상속 포기와 한정승인에 대한 문의
479328,성폭력/강제추행 등,두 명의 피해자가 있는 사건에서 한 명만 합의하는 경우
479329,미성년 대상 성범죄,합의금 적정액에 대한 고민
479331,임대차,무주택자 고시원 강제퇴거 상담
479332,사기/공갈,중고나라 사기 대처 방법에 대한 상담글
479333,교통사고/도주,출근길 운전자 과실에 따른 조수석 교통사고 상담
479335,이혼,법조계 배우자와의 이혼 소송과 재산 분할 가능성
479337,계약일반/매매,프리랜서 필라테스 강사의 센터 창업과 경업금지조항에 대한 상담
479338,계약일반/매매,비영리단체에서의 봉사와 근로의 구분에 대한 이해
479340,명예훼손/모욕 일반,통매음 경찰조사 단계에서 의견서 작성 및 추가 팁 요청
479344,디지털 성범죄,딥페이크와 학폭위에 대한 질문
479345,소비자/공정거래,개인적 목적으로 저작권 있는 캐릭터를 이용한 굿즈 제작에 대한 상담
479346,수사/체포/구속,온라인 게임 욕설 사용 후 경찰 수사 상황 대처 방안
479348,폭행/협박/상해 일반,"디스코드 상황에서 허위사실 유포, 명예훼손, 모욕, 협박, 스토킹으로 고소하고 싶은 경우"
479349,성매매,성매매알선 관련 법적 상담
479351,손해배상,특수폭행 피해자의 민사소송 경험과 질문
479352,명예훼손/모욕 일반,모욕죄로 고소를 하고 싶은데 어떻게 대응해야 할까요?
479353,폭행/협박/상해 일반,"체육관에서의 스파링 강요, 강요죄로 고소 가능성 여부"
479356,횡령/배임,가족 아파트 사기횡령 및 사문서위조 상담
479357,수사/체포/구속,"경찰, 검찰 예산 삭감으로 헌법소원 가능성 여부"
479359,대여금/채권추심,채권압류시 금액 설정에 대한 상담
479360,계약일반/매매,하루 반 근무 후 급여 미지급 문제 상담
479361,명예훼손/모욕 일반,익명 커뮤니티에서의 초상권 및 명예훼손 상담
479363,디지털 성범죄,트위터 영구정지 관련 상담
479364,매매/소유권 등,(경매후등기)전세보증금 반환 가능성에 대한 상담
479365,사기/공갈,텔레그램을 통한 성적 대화와 성희롱 고소 가능성에 대한 상담
479366,이혼,4살 여아와 임신 중인 아내를 둔 이혼 관련 양육비 문의
479367,명예훼손/모욕 일반,온라인 게임 중 욕설과 성희롱에 대한 법적 대응 가능성
479369,상속,모친 사망 후 혼외자 토지상속 문제에 대한 해결방안
479370,수사/체포/구속,정신병원 강제입원에 대한 질문
479373,교통사고/도주,사고 후 미조치 보험 접수 및 음주 여부 조사 관련 상담
479374,사기/공갈,돈을 빌려줬는데 갚지 않는 상황에 대한 상담
479375,고소/소송절차,아동학대로 인한 접근금지 중 남편 물건 처리에 대한 상담
479376,횡령/배임,알바 절도죄와 근로계약서 관련 질문
479377,사이버 명예훼손/모욕,커뮤니티에서의 실명 언급 및 신상 박제에 대한 법적 대응 방안
479378,계약일반/매매,소액민사 승소율과 항소 가능성에 대한 궁금증
479379,사기/공갈,돈을 빌려주고 갚지 않는 상황에 대한 상담글
479380,소송/집행절차,유흥업소 중과세 문제와 행정소송
479381,노동/인사,직원 등록과 프리랜서 등록에 대한 국민연금 문제
479384,횡령/배임,업무상 횡령 및 사기로 재판 중인 상황에 대한 상담
479386,고소/소송절차,성병 전염 후 합의 과정과 법적 책임에 대한 이야기
479388,디지털 성범죄,통신매체를 이용한 음란행위에 대한 법적 고려
479389,사기/공갈,친구가 빌린 돈을 갚지 않을 때 대처 방법
479390,횡령/배임,점유물이탈횡령죄 신고 후의 상황과 스트레스 관리
479391,기타 재산범죄,상품권 사기 문의 및 피해 복구 방법
479392,수사/체포/구속,강제추행 성립여부 및 무고 가능성에 대한 상담
479394,횡령/배임,업무상 횡령과 사기 관련 질문 및 상담 요청
479395,사기/공갈,용도 사기와 사실의 사기로 인한 수능 불참 사례
479396,사기/공갈,친구에게 돈을 빌려줬는데 돈을 못 받고있습니다.
479397,사기/공갈,공동구매 재양도 사기에 대한 상담
479398,고소/소송절차,사교육 카르텔 조사와 관련한 상담
479402,고소/소송절차,상간자 내용증명 작성 가능성 및 절차에 대한 안내
479403,임대차,전세 자금 반환 문제와 관련한 상담 요청
479404,성매매,"성병 감염에 따른 치료비 지불 논쟁, 어떻게 해결해야 할까?"
479405,기타 재산범죄,약식기소 문자와 관련한 상담글
479406,형사일반/기타범죄,기소유예 처분 후 열차 승무원 취업 가능성에 대한 상담
479408,미성년 대상 성범죄,법률상담 요청에 대한 이해와 해결방안
479409,대여금/채권추심,돈을 다시 받을 수 있는지에 대한 법적인 문제
479411,형사일반/기타범죄,형사재판에서 가정보호사건 전환에 대한 가능성
479412,사기/공갈,협박 및 명예훼손 고소장 대필 가능 여부 상담
479413,계약일반/매매,에스테틱 회원권 환불 방법 문의
479414,계약일반/매매,명의신탁 부동산 계약에 있어서의 권리관계 확인
479415,임대차,동거 후 가전제품 분할에 대한 고민
479416,계약일반/매매,기본급과 연구비 변동에 따른 정규직 계약 상담
479417,임대차,전세로 있는 집이 국세로 부터 압류 당했을 시 대처법
479418,폭행/협박/상해 일반,데이트 폭력과 결혼 준비 과정에서의 배상 문제
479419,기타 재산범죄,마트에서 누락된 계산 부분에 대한 상담
479420,미성년 대상 성범죄,사기죄로 처벌 받을 수 있는 경우와 대처 방법
479421,디지털 성범죄,사이버 성폭력 범죄에 대한 이해와 대응
479422,디지털 성범죄,"불법영상촬영 혐의로 휴대폰 압수, 어떻게 해야 하나요?"
